facility_id,no,name,facility_type,tenure_type,entry_requirement,insurance_designation,provider_no,address,phone,capacity,room_type,opened_on,tokurei_from,access,corporate_name,corp_zip,corp_address,notified_on,changed_on,remarks,is_jusho_chi_tokurei,ward,address_detail,capacity_num,source,source_date
54,54,アズハイム東浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176508388,緑区 東浦和2-22-3,048-876-5880,77,全室個室13.5~27m2,H22.6.1,H22.6.1,JR武蔵野線「東浦和駅」徒歩8分(約600m),株式会社アズパートナーズ,1010062,東京都千代田区神田駿河台二丁目2番地,H22.2.19,,,True,緑区,東浦和2-22-3,77.0,さいたま市 有料老人ホーム一覧表,2025-07-01
55,55,グランダ武蔵浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176508537,南区 白幡6-10-15,048-844-3280,60,全室個室18.1~36.2m2,H22.7.1,H22.7.1,"JR埼京線「武蔵浦和駅」徒歩13分(1,020m)",株式会社ベネッセスタイルケア,1600023,東京都新宿区西新宿二丁目3番1号新宿モノリスビル,H22.2.24,,,True,南区,白幡6-10-15,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
56,56,アズハイム南浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176508511,南区 文蔵3-31-12,048-710-9330,60,1~2人室13.28.~35.25m2,H22.7.1,H22.7.1,"JR京浜東北線「南浦和駅」徒歩約14分(約1,080m)",株式会社アズパートナーズ,1010062,東京都千代田区神田駿河台二丁目2番地,H22.4.27,,,True,南区,文蔵3-31-12,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
57,57,みんなの家・南中野,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176508602,見沼区 南中野1051-1,048-682-3211,45,全室個室18.30m2,H22.9.1,H22.9.1,JR「大宮駅」東口下車、国際興業バス15分「庚申塚」下車、徒歩10分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H22.2.19,,,True,見沼区,南中野1051-1,45.0,さいたま市 有料老人ホーム一覧表,2025-07-01
58,58,みんなの家・東浦和2,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176508628,緑区 大間木1677-1,048-810-6200,33,全室個室21.00m2,H22.10.1,H22.10.1,JR武蔵野線「東浦和駅」東口下車 徒歩15分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H22.3.2,,,True,緑区,大間木1677-1,33.0,さいたま市 有料老人ホーム一覧表,2025-07-01
59,59,ホームステーションらいふ指扇,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176508610,西区 大字土屋242-1,048-622-3900,45,全室個室18.0~19.2m2,H22.10.1,H22.10.1,JR川越線「指扇駅」徒歩16分,株式会社らいふ,1400002,東京都品川区東品川2-2-24,H22.6.25,,,True,西区,大字土屋242-1,45.0,さいたま市 有料老人ホーム一覧表,2025-07-01
60,60,あんしんホーム浦和芝原,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176508800,緑区 芝原3-14-1,048-767-3162,50,全室個室18.20m2,H22.11.1,H22.11.1,JR「東浦和駅」 国際興業バス6分「芝原三丁目」下車、徒歩3分,株式会社ヴァティー,1050004,東京都港区西新橋1-15-4 銀線西新橋ビル8階,H22.5.26,,,True,緑区,芝原3-14-1,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
61,61,ロイヤルレジデンス大宮,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176508842,見沼区 蓮沼75-2,048-682-1000,80,全室個室18.26.~19.18m2,H22.12.1,H22.12.1,東部野田線「大和田駅」徒歩25分JR大宮駅 バス11分「蓮沼」下車、徒歩7分,株式会社社会福祉総合研究所,1600023,東京都新宿区西新宿7-10-7,H22.3.29,,,True,見沼区,蓮沼75-2,80.0,さいたま市 有料老人ホーム一覧表,2025-07-01
62,62,SOMPOケアラヴィーレ西大宮,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176516787,西区 西大宮1丁目18番地1,048-620-4165,74,全室個室20.3~22.37m2,H23.1.1,H23.1.1,JR川越線「西大宮駅」徒歩1分(80m),SOMPOケア株式会社,1400002,東京都品川区東品川4-12-8,H30.6.27(H22.10.27),,,True,西区,西大宮1丁目18番地1,74.0,さいたま市 有料老人ホーム一覧表,2025-07-01
63,63,SOMPOケアラヴィーレ大宮弐番館,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176516779,見沼区 中川1062‐1,048-687-4165,61,全室個室18.56m2,H23.1.1,H23.1.1,JR大宮駅東口、バス10分「中川坂上」下車、徒歩1分,SOMPOケア株式会社,1400002,東京都品川区東品川4-12-8,H30.6.27(H22.11.2),,,True,見沼区,中川1062‐1,61.0,さいたま市 有料老人ホーム一覧表,2025-07-01
64,64,ル・レーヴ南浦和さくら館,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509428,南区 大谷口972-7,048-799-2710,41,全室個室19.05~19.68m2,H23.5.1,H23.5.1,・JR浦和駅東口、バス13分「本村」下車、徒歩8分・JR南浦和駅西口、バス14分「本村」下車、徒歩8分,株式会社東日本福祉経営サービス,9500150,新潟県新潟市江南区下早通柳田2-2-17,H22.11.25,,,True,南区,大谷口972-7,41.0,さいたま市 有料老人ホーム一覧表,2025-07-01
65,65,メディカルホームここち東岩槻,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510160,岩槻区 東岩槻2-1-1,048-793-0020,51,全室個室18.00~18.97m2,H23.6.1,H23.6.1,東武野田線東岩槻駅から徒歩4分,株式会社ベネッセスタイルケア,1600023,東京都新宿区西新宿二丁目3番1号新宿モノリスビル,H24.3.1(H22.12.7),,,True,岩槻区,東岩槻2-1-1,51.0,さいたま市 有料老人ホーム一覧表,2025-07-01
66,66,ソラスト大宮見沼,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509527,見沼区 大字南中丸630,048-682-3331,55,全室個室18.6m2,H23.6.1,H23.6.1,・JR大宮駅東口、バス12分「大和田」下車、徒歩10分・東武野田線大和田駅より徒歩25分,株式会社ソラスト,1088210,東京都港区港南2-15-3 品川インターシティC棟12階,H23.2.1,,,True,見沼区,大字南中丸630,55.0,さいたま市 有料老人ホーム一覧表,2025-07-01
67,67,ル・レーヴ大宮北,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509584,北区 吉野町1-37-5,048-607-8000,30,全室個室18.02~18.62m2,H23.7.1,H23.7.1,埼玉新都市交通伊奈線今羽駅から500m,株式会社東日本福祉経営サービス,9500150,新潟県新潟市江南区下早通柳田2-2-17,H22.10.18,,,True,北区,吉野町1-37-5,30.0,さいたま市 有料老人ホーム一覧表,2025-07-01
68,68,ニチイケアセンター内野本郷,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509659,西区 内野本郷1085-1,048-621-1161,60,全室個室18.00~19.50m2,H23.8.1,H23.8.1,JR宮原駅西口、バス5分「内野本郷」下車、徒歩1分,株式会社ニチイ学館,1010062,東京都千代田区神田駿河台2-9,H23.1.18,,,True,西区,内野本郷1085-1,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
69,69,みんなの家・南中丸,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509618,見沼区 南中丸206-6,048-682-6700,36,全室個室18m2,H23.8.1,H23.8.1,JR大宮駅、バス8分「中丸」下車、徒歩5分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H23.3.3,,,True,見沼区,南中丸206-6,36.0,さいたま市 有料老人ホーム一覧表,2025-07-01
70,70,まどか浦和上木崎,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509733,浦和区 上木崎4-7-28,048-814-3700,58,全室個室18~19.29m2,H23.9.1,H23.9.1,JR与野駅東口より徒歩11分,株式会社ベネッセスタイルケア,1600023,東京都新宿区西新宿二丁目3番1号新宿モノリスビル,H23.2.15,,,True,浦和区,上木崎4-7-28,58.0,さいたま市 有料老人ホーム一覧表,2025-07-01
71,71,ボンセジュール南浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510186,南区 南浦和2-9-3,048-811-1305,38,全室個室18.00m2,H23.11.1,H23.11.1,JR南浦和駅、徒歩約10分,株式会社ベネッセスタイルケア,1600023,東京都新宿区西新宿二丁目3番1号新宿モノリスビル,H24.3.1(H23.5.31),,,True,南区,南浦和2-9-3,38.0,さいたま市 有料老人ホーム一覧表,2025-07-01
72,72,ニチイケアセンター大谷,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509865,見沼区 大谷177-7,048-682-1855,60,全室個室18.00~19.20m2,H23.12.1,H23.12.1,・東武野田線七里駅下車、バス9分「向大谷」下車、徒歩4分・JR大宮駅東口、バス24分「向大谷」下車、徒歩4分,株式会社ニチイ学館,1010062,東京都千代田区神田駿河台2-9,H23.4.12,,,True,見沼区,大谷177-7,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
73,73,大宮明生苑,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509881,北区 櫛引町2-327,048-661-0808,80,全室個室18.00m2,H23.12.1,H23.12.1,埼玉新都市交通鉄道博物館駅より徒歩13分,株式会社明昭,1210064,東京都足立区保木間4-3-5,H23.6.13,,,True,北区,櫛引町2-327,80.0,さいたま市 有料老人ホーム一覧表,2025-07-01
74,74,ニチイホーム東浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509915,緑区 大間木816,048-810-6677,70,1~2人室18.05~31.52m2,H23.12.19,H23.12.19,JR東浦和駅、バス10分,株式会社ニチイケアパレス,1010062,東京都千代田区神田駿河台4-6,H23.4.11,,,True,緑区,大間木816,70.0,さいたま市 有料老人ホーム一覧表,2025-07-01
75,75,みんなの家・東浦和3,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509964,緑区 東浦和7-29-4,048-810-6565,33,全室個室18m2,H24.2.1,H24.2.1,JR東浦和駅駅より徒歩15分、または国際興行バス「大牧小学校入り口」下車100m,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H23.9.16,,,True,緑区,東浦和7-29-4,33.0,さいたま市 有料老人ホーム一覧表,2025-07-01
76,76,ニチイケアセンター堀崎,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510012,見沼区 堀崎町1228-1,048-682-1137,64,全室個室18.00~19.20m2,H24.3.1,H24.3.1,JR東大宮駅、徒歩20分,株式会社ニチイ学館,1010062,東京都千代田区神田駿河台2-9,H23.4.12,,,True,見沼区,堀崎町1228-1,64.0,さいたま市 有料老人ホーム一覧表,2025-07-01
77,77,ソラスト大宮東,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510020,見沼区 大字大谷6,048-681-6601,50,全室個室18.00~19.20m2,H24.3.1,H24.3.1,JR大宮駅東口、バス17分「蓮沼」下車、徒歩13分,株式会社ソラスト,1088210,東京都港区港南2-15-3 品川インターシティC棟12階,H23.4.12,,,True,見沼区,大字大谷6,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
78,78,アースサポートクオリア東浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176509980,南区 大谷口2348-4,048-810-6800,60,全室個室18.00~19.20m2,H24.3.1,H24.3.1,JR東浦和駅、バス5分「イーストシティ」下車、徒歩6分,アースサポート株式会社,1510071,東京都渋谷区本町1-8-7,H23.5.24,,,True,南区,大谷口2348-4,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
79,79,みんなの家・三橋6丁目,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510004,西区 三橋6-393-1,048-621-2211,36,全室個室18.9m2,H24.3.1,H24.3.1,JR川越線 西大宮駅 徒歩15分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H23.11.11,,,True,西区,三橋6-393-1,36.0,さいたま市 有料老人ホーム一覧表,2025-07-01
80,80,プレザンメゾンさいたま指扇,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510350,西区 大字土屋1729-1,048-621-3021,50,全室個室18.96~19.14m2,H24.5.1,H24.5.1,JR川越線 指扇駅 徒歩15分,株式会社ケア21,5300003,大阪市北区堂島2-2-2 近鉄堂島ビル10階,H23.10.25,,,True,西区,大字土屋1729-1,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
81,81,SOMPOケアラヴィーレ武蔵浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176516761,南区 辻5-8-3,048-710-4165,73,全室個室18.00~19.23m2,H24.5.1,H24.5.1,JR埼京線 北戸田駅 徒歩10分,SOMPOケア株式会社,1400002,東京都品川区東品川4-12-8,H30.6.27(H24.2.9),,,True,南区,辻5-8-3,73.0,さいたま市 有料老人ホーム一覧表,2025-07-01
82,82,夢眠おおみやきた,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176519658,北区 吉野町2-214-3,048-662-9547,33,全室個室18m2,R4.3.1,R4.3.1,JR宮原駅東口、バス乗車10分「吉野町車庫」下車、徒歩3分,株式会社夢眠ホーム,4610001,愛知県名古屋市東区泉三丁目7番9号 グランエールサノヤ 3F,R4.2.28,,,True,北区,吉野町2-214-3,33.0,さいたま市 有料老人ホーム一覧表,2025-07-01
83,83,メディカルケアホーム与野中央,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510400,中央区 上峰3-6-2,048-829-7853,50,全室個室18.00~19.70m2,H24.6.1,H24.6.1,JR埼京線 与野本町駅 徒歩15分,医療法人博滇会,3310061,さいたま市西区西遊馬1260-1,H23.8.25,,,True,中央区,上峰3-6-2,50.0,さいたま市 有料老人ホーム一覧表,2025-07-01
84,84,ベストライフ東大宮,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176518353,見沼区 東大宮6-9-2,048-682-3516,75,全室個室18.00m2,H24.6.1,H24.6.1,JR東北本線(宇都宮線)東大宮駅徒歩8分(640m),株式会社ベストライフ埼玉,3330811,埼玉県川口市戸塚3丁目3番10号,R2.8.27(H23.7.15),,,True,見沼区,東大宮6-9-2,75.0,さいたま市 有料老人ホーム一覧表,2025-07-01
85,85,みんなの家・七里新堤,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510517,見沼区 新堤116-1,048-682-1080,39,全室個室18.00~20.40m2,H24.7.1,H24.7.1,東武野田線 七里駅 徒歩10分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H23.11.11,,,True,見沼区,新堤116-1,39.0,さいたま市 有料老人ホーム一覧表,2025-07-01
86,86,みんなの家・大宮櫛引,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510616,北区 櫛引町2-137-1,048-669-7555,42,全室個室18m2,H24.8.1,H24.8.1,JR大宮駅西口、東武バス「シティーハイツ三橋行き」乗車「自衛隊前」下車、徒歩3分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H23.10.19,,,True,北区,櫛引町2-137-1,42.0,さいたま市 有料老人ホーム一覧表,2025-07-01
87,87,アンサンブル大宮日進,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510715,北区 日進町2-1914-1,048-669-6300,150,全室個室18.48m2,H24.10.1,H24.10.1,JR日進駅、徒歩3分,メディカル・ケア・サービス株式会社,3306029,さいたま市中央区新都心11-2ランド·アクシス·タワー29F,H23.11.25,,,True,北区,日進町2-1914-1,150.0,さいたま市 有料老人ホーム一覧表,2025-07-01
88,88,みんなの家・大和田,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510723,見沼区 大和田町1-525-1,048-681-7717,60,全室個室18.00m2,H24.10.1,H24.10.1,東武野田線 大和田駅 徒歩10分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H24.1.24,,,True,見沼区,大和田町1-525-1,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
89,89,みんなの家・土呂栄光荘,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510863,北区 土呂町1520-1,048-662-8055,63,全室個室20.01~21.84m2,H24.11.1,H24.11.1,東武野田線 大宮公園駅徒歩12分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H23.2.8,,,True,北区,土呂町1520-1,63.0,さいたま市 有料老人ホーム一覧表,2025-07-01
90,90,プレザンメゾンさいたま南与野,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176510871,桜区 南元宿1-2-29,048-872-8120,53,全室個室18.60~19.84m2,H24.11.1,H24.11.1,JR埼京線 南与野駅 徒歩16分,株式会社ケア21,5300003,大阪市北区堂島2-2-2 近鉄堂島ビル10階,H24.3.13,,,True,桜区,南元宿1-2-29,53.0,さいたま市 有料老人ホーム一覧表,2025-07-01
91,91,そんぽの家大和田,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176518767,見沼区 大和田町1-1002,048-682-6088,54,1~2人室18.15~36.54m2,H24.12.1,H24.12.1,東武野田線 大和田駅 徒歩5分,SOMPOケア株式会社,1400002,東京都品川区東品川四丁目12番8号,R3.1.20(H24.3.26),,,True,見沼区,大和田町1-1002,54.0,さいたま市 有料老人ホーム一覧表,2025-07-01
92,92,アンサンブル浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176511499,緑区 大字大門1605-3,048-812-1161,77,全室個室18.48m2,H25.5.1,H25.5.1,埼玉高速鉄道線 浦和美園駅 徒歩18分,メディカル・ケア・サービス株式会社,3306029,さいたま市中央区新都心11-2ランド·アクシス·タワー29F,H24.6.26,,,True,緑区,大字大門1605-3,77.0,さいたま市 有料老人ホーム一覧表,2025-07-01
93,93,イリーゼ浦和大門,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176520599,緑区 大字大門808,048-812-1206,93,全室個室18m2~18.6m2,H25.10.1,H25.10.1,JR武蔵野線 東川口駅徒歩12分埼玉高速鉄道 浦和美園駅徒歩20分,HITOWAケアサービス株式会社,1080075,東京都港区港南2-15-3,H25.1.21,,,True,緑区,大字大門808,93.0,さいたま市 有料老人ホーム一覧表,2025-07-01
94,94,ラ・ナシカさいたま,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176512240,北区 奈良町22-9,048-661-5088,60,全室個室18.00m2,H26.1.1,H26.1.1,JR高崎線 宮原駅 西口、東武バス「北高入口」下車、徒歩1分,株式会社シダー,8020042,福岡県北九州市小倉北区足立2-1-1,H25.5.31,,,True,北区,奈良町22-9,60.0,さいたま市 有料老人ホーム一覧表,2025-07-01
95,95,イリーゼ大宮大和田,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176520300,見沼区 南中丸1039-1,048-682-5721,64,全室個室18m2~19.5m2,H26.2.1,H26.2.1,東武野田線 大和田駅 徒歩12分,HITOWAケアサービス株式会社,1080075,東京都港区港南2-15-3,H25.3.5,,,True,見沼区,南中丸1039-1,64.0,さいたま市 有料老人ホーム一覧表,2025-07-01
96,96,イリーゼ大宮櫛引,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176512455,大宮区 櫛引町1-127-1,048-661-5761,52,全室個室18m2~18.6m2,H26.3.1,H26.3.1,JR各線、東武野田線 大宮駅 徒歩15分,HITOWAケアサービス株式会社,1080075,東京都港区港南2-15-3,H25.2.13,,,True,大宮区,櫛引町1-127-1,52.0,さいたま市 有料老人ホーム一覧表,2025-07-01
97,97,ニチイホーム大宮公園,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176512430,北区 植竹町1-69,048-669-5111,65,1~2人室18.32~36.64m2,H26.3.1,H26.3.1,東武野田線 北大宮駅 徒歩9分,株式会社ニチイケアパレス,1010062,東京都千代田区神田駿河台4-6,H25.5.29,,,True,北区,植竹町1-69,65.0,さいたま市 有料老人ホーム一覧表,2025-07-01
98,98,さわやかいわつき館,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176512463,岩槻区 加倉4-21-30,048-790-2800,47,全室個室15.94~17.75m2,H26.3.1,H26.3.1,東武野田線 岩槻駅 徒歩15分,株式会社さわやか倶楽部,8020044,福岡県北九州市小倉北区熊本2-10-10,H25.8.12,,,True,岩槻区,加倉4-21-30,47.0,さいたま市 有料老人ホーム一覧表,2025-07-01
99,99,みんなの家・中央区円阿弥,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176512604,中央区 円阿弥5-5-17,048-859-7200,51,全室個室18m2,H26.4.1,H26.4.1,JR大宮駅西口、西武バス「さいたま新都心西口」行乗車「円阿弥五丁目」下車、徒歩3分,ALSOK介護株式会社,3300856,さいたま市大宮区三橋2-795,H25.3.15,,,True,中央区,円阿弥5-5-17,51.0,さいたま市 有料老人ホーム一覧表,2025-07-01
100,100,浦和さくら翔裕館,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176518619,桜区 桜田2-9-10,048-711-6580,40,全室個室18.00~19.50m2,H26.4.1,H26.4.1,JR西浦和駅 徒歩16分,株式会社サンガジャパン,3300854,さいたま市大宮区桜木町1-11-9 ニッセイ大宮桜木町ビル8階,R2.12.28(H25.5.31),,,True,桜区,桜田2-9-10,40.0,さいたま市 有料老人ホーム一覧表,2025-07-01
101,101,ベストライフ大宮北,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176518288,北区 吉野町1-45-10,048-669-1333,51,全室個室18m2,H26.5.1,H26.5.1,埼玉新都市交通ニューシャトル「今羽」駅 徒歩2分,株式会社ベストライフ埼玉,3330811,埼玉県川口市戸塚3丁目3番10号,R2.8.27(H25.4.25),,,True,北区,吉野町1-45-10,51.0,さいたま市 有料老人ホーム一覧表,2025-07-01
102,102,ヒューマンサポート岩槻,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176512810,岩槻区 上野6-3-10,048-793-3600,80,全室個室18.29m2,H26.5.1,H26.5.1,東武野田線 東岩槻駅 徒歩27分,株式会社日本ヒューマンサポート,1620822,埼玉県春日部市豊町1-4-5,R6.7.26(H25.5.1),,,True,岩槻区,上野6-3-10,80.0,さいたま市 有料老人ホーム一覧表,2025-07-01
103,103,ニチイホーム与野本町,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176512919,桜区 上大久保932-1,048-851-0661,66,1~2人室20.48~40.96m2,H26.6.1,H26.6.1,JR北浦和駅からバス15分、JR与野本町駅から徒歩20分,株式会社ニチイケアパレス,1010062,東京都千代田区神田駿河台4-6,H25.5.31,,,True,桜区,上大久保932-1,66.0,さいたま市 有料老人ホーム一覧表,2025-07-01
104,104,レジデンス浦和美園,住宅型有料老人ホーム,利用権方式,入居時自立・要支援・要介護,在宅サービス利用可,,緑区 美園5丁目43番地10,048-878-5691,33,全室個室18.7m2,H26.11.1,H26.11.1,埼玉高速鉄道 浦和美園駅 徒歩8分,日本シニアライフ株式会社,1060044,東京都港区西新橋3-15-12,H31.1.30(H28.11.1)(H26.10.9)(H26.2.19),,,True,緑区,美園5丁目43番地10,33.0,さいたま市 有料老人ホーム一覧表,2025-07-01
105,105,イリーゼ東岩槻,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176519575,岩槻区 東岩槻1丁目8番9,048-793-0761,57,全室個室18m2,H26.11.1,H26.11.1,東武野田線 東岩槻駅 徒歩5分,HITOWAケアサービス株式会社,1080075,東京都港区港南2-15-3,H26.6.12,,,True,岩槻区,東岩槻1丁目8番9,57.0,さいたま市 有料老人ホーム一覧表,2025-07-01
106,106,イリーゼ中浦和,介護付有料老人ホーム(一般型特定施設入居者生活介護),利用権方式,入居時自立・要支援・要介護,さいたま市指定介護保険特定(一般型特定施設),1176513594,南区 鹿手袋2-6-20,048-710-8801,63,全室個室18m2~19.77m2,H26.12.1,H26.12.1,JR埼京線 中浦和駅 徒歩2分,HITOWAケアサービス株式会社,1080075,東京都港区港南2-15-3,H26.2.26,,,True,南区,鹿手袋2-6-20,63.0,さいたま市 有料老人ホーム一覧表,2025-07-01
